name,sex,ethnicity,quality,call,city,jobs,experience,honors,holes,special
Aisha,female,afam,low,no,boston,4,6,no,no,no
Aisha,female,afam,high,yes,boston,4,2,no,no,no
Anne,female,cauc,low,no,boston,3,7,no,yes,no
Brad,male,cauc,high,no,boston,6,8,no,no,no
Brad,male,cauc,high,yes,boston,6,8,no,no,no
Brendan,male,cauc,low,no,boston,3,7,no,yes,no
Carrie,female,cauc,high,no,boston,4,2,no,no,no
Carrie,female,cauc,high,no,boston,6,18,no,no,no
Darnell,male,afam,high,no,boston,4,2,no,no,no
Ebony,female,afam,high,no,boston,2,10,no,yes,no
Ebony,female,afam,high,no,boston,6,8,no,no,no
Hakim,male,afam,low,no,boston,3,7,no,yes,no
Hakim,male,afam,high,no,boston,4,2,no,no,no
Jay,male,cauc,low,no,boston,5,8,no,no,no
Jill,female,cauc,high,no,boston,4,2,no,no,no
Kareem,male,afam,low,no,boston,4,8,no,no,no
Keisha,female,afam,low,no,boston,4,8,no,no,no
Kenya,female,afam,high,no,boston,6,8,no,no,no
Kristen,female,cauc,high,no,boston,6,8,no,no,no
Lakisha,female,afam,low,no,boston,3,7,no,yes,no
Laurie,female,cauc,low,no,boston,4,6,no,no,no
Matthew,male,cauc,low,no,boston,3,7,no,yes,no
Meredith,female,cauc,low,no,boston,4,6,no,no,no
Rasheed,male,afam,low,no,boston,4,6,no,no,no
Tanisha,female,afam,low,no,boston,4,6,no,no,no
Todd,male,cauc,low,no,boston,5,26,no,no,no
Todd,male,cauc,high,no,boston,6,8,no,no,no
Tyrone,male,afam,high,no,boston,4,14,no,no,yes
Anne,female,cauc,high,no,boston,6,8,no,no,no
Anne,female,cauc,high,no,boston,4,14,no,no,yes
Ebony,female,afam,low,no,boston,5,26,no,no,no
Jill,female,cauc,low,no,boston,5,26,no,no,no
Kenya,female,afam,high,no,boston,6,18,no,no,no
Meredith,female,cauc,low,no,boston,4,8,no,no,no
Meredith,female,cauc,low,no,boston,3,7,no,yes,no
Rasheed,male,afam,low,no,boston,4,8,no,no,no
Rasheed,male,afam,high,no,boston,4,14,no,no,yes
Tamika,female,afam,low,no,boston,4,6,no,no,no
Todd,male,cauc,high,no,boston,6,18,no,no,no
Tremayne,male,afam,high,no,boston,4,2,no,no,no
Aisha,female,afam,high,no,boston,4,2,no,no,no
Anne,female,cauc,high,no,boston,6,8,no,no,no
Brendan,male,cauc,low,no,boston,3,7,no,yes,no
Leroy,male,afam,low,no,boston,4,6,no,no,no
Allison,female,cauc,high,no,boston,2,10,no,yes,no
Geoffrey,male,cauc,low,no,boston,5,8,no,no,no
Hakim,male,afam,low,no,boston,4,8,no,no,no
Rasheed,male,afam,high,no,boston,6,8,no,no,no
Anne,female,cauc,low,no,boston,4,6,no,no,no
Ebony,female,afam,low,no,boston,3,7,no,yes,no
Laurie,female,cauc,high,no,boston,4,2,no,no,no
Tanisha,female,afam,high,no,boston,6,8,no,no,no
Aisha,female,afam,low,no,boston,4,6,no,no,no
Brendan,male,cauc,high,no,boston,4,2,no,no,no
Neil,male,cauc,low,no,boston,3,7,no,yes,no
Tamika,female,afam,high,no,boston,6,8,no,no,no
Brendan,male,cauc,high,no,boston,2,10,no,yes,no
Kenya,female,afam,low,no,boston,5,8,no,no,no
Neil,male,cauc,low,no,boston,4,8,no,no,no
Tyrone,male,afam,high,no,boston,6,8,no,no,no
Anne,female,cauc,low,no,boston,4,6,no,no,no
Brendan,male,cauc,low,no,boston,5,26,no,no,no
Brett,male,cauc,high,no,boston,6,18,no,no,no
Greg,male,cauc,high,no,boston,6,8,no,no,no
Hakim,male,afam,low,no,boston,4,8,no,no,no
Jamal,male,afam,high,no,boston,4,14,no,no,yes
Jermaine,male,afam,high,no,boston,4,2,no,no,no
Kareem,male,afam,low,no,boston,3,7,no,yes,no
Brendan,male,cauc,high,no,boston,4,14,no,no,yes
Jamal,male,afam,low,no,boston,5,26,no,no,no
Latonya,female,afam,high,no,boston,6,18,no,no,no
Matthew,male,cauc,low,no,boston,4,8,no,no,no
Carrie,female,cauc,low,no,boston,3,7,no,yes,no
Ebony,female,afam,high,no,boston,4,14,no,no,yes
Emily,female,cauc,low,no,boston,5,26,no,no,no
Jill,female,cauc,high,no,boston,6,18,no,no,no
Tamika,female,afam,low,no,boston,4,8,no,no,no
Tanisha,female,afam,low,no,boston,4,6,no,no,no
Todd,male,cauc,high,no,boston,4,2,no,no,no
Tyrone,male,afam,high,no,boston,6,8,no,no,no
Aisha,female,afam,high,no,boston,6,8,no,no,no
Brendan,male,cauc,high,no,boston,4,2,no,no,no
Jay,male,cauc,low,no,boston,3,7,no,yes,no
Lakisha,female,afam,low,no,boston,4,6,no,no,no
Brett,male,cauc,high,no,boston,4,2,no,no,no
Keisha,female,afam,high,no,boston,6,8,no,no,no
Laurie,female,cauc,low,no,boston,4,6,no,no,no
Rasheed,male,afam,low,no,boston,3,7,no,yes,no
Brett,male,cauc,high,no,boston,4,2,no,no,no
Hakim,male,afam,low,no,boston,3,7,no,yes,no
Leroy,male,afam,high,no,boston,6,8,no,no,no
Todd,male,cauc,low,no,boston,4,6,no,no,no
Aisha,female,afam,low,no,boston,4,8,no,no,no
Brett,male,cauc,low,no,boston,5,26,no,no,no
Lakisha,female,afam,high,no,boston,4,14,no,no,yes
Matthew,male,cauc,high,no,boston,6,18,no,no,no
Anne,female,cauc,low,no,boston,5,8,no,no,no
Kenya,female,afam,high,no,boston,2,10,no,yes,no
Lakisha,female,afam,low,no,boston,4,8,no,no,no
Sarah,female,cauc,high,no,boston,6,8,no,no,no
Emily,female,cauc,high,no,boston,2,6,no,no,yes
Jamal,male,afam,low,no,boston,3,8,yes,yes,no
Jermaine,male,afam,high,no,boston,4,10,yes,yes,no
Sarah,female,cauc,low,no,boston,3,10,no,yes,no
Greg,male,cauc,low,no,boston,3,7,no,yes,no
Jamal,male,afam,low,no,boston,2,6,no,no,no
Lakisha,female,afam,high,no,boston,4,7,yes,no,no
Todd,male,cauc,high,no,boston,4,4,no,no,no
Carrie,female,cauc,low,no,chicago,3,4,no,yes,no
Lakisha,female,afam,high,no,chicago,4,12,no,yes,no
Latonya,female,afam,low,no,chicago,1,1,no,yes,no
Meredith,female,cauc,high,yes,chicago,3,5,yes,yes,no
Anne,female,cauc,low,no,chicago,2,6,no,no,no
Carrie,female,cauc,high,no,chicago,4,7,no,yes,yes
Jermaine,male,afam,low,no,chicago,2,5,no,yes,yes
Keisha,female,afam,low,no,chicago,3,6,no,yes,no
Latoya,female,afam,high,no,chicago,3,10,no,no,no
Meredith,female,cauc,low,no,chicago,3,5,no,no,no
Aisha,female,afam,low,no,chicago,4,4,no,yes,yes
Carrie,female,cauc,low,no,chicago,2,4,no,no,no
Anne,female,cauc,high,no,chicago,4,6,no,yes,no
Emily,female,cauc,low,no,chicago,4,6,no,no,no
Latoya,female,afam,low,no,chicago,4,4,no,yes,no
Tamika,female,afam,high,no,chicago,2,19,no,yes,no
Anne,female,cauc,high,no,chicago,3,7,no,yes,no
Kareem,male,afam,low,no,chicago,3,3,no,no,yes
Meredith,female,cauc,low,no,chicago,2,5,no,yes,yes
Rasheed,male,afam,high,no,chicago,3,5,no,no,yes
Aisha,female,afam,low,no,chicago,2,12,no,yes,no
Aisha,female,afam,high,no,chicago,3,5,no,no,yes
Emily,female,cauc,low,no,chicago,4,4,no,no,no
Latonya,female,afam,high,no,chicago,2,12,no,yes,no
Laurie,female,cauc,high,no,chicago,2,5,no,yes,yes
Meredith,female,cauc,high,no,chicago,3,9,no,yes,no
Aisha,female,afam,high,no,chicago,4,6,no,yes,no
Keisha,female,afam,low,no,chicago,4,6,no,no,no
Laurie,female,cauc,low,no,chicago,3,4,no,yes,no
Meredith,female,cauc,high,no,chicago,4,6,no,yes,no
Aisha,female,afam,low,no,chicago,4,5,no,yes,no
Emily,female,cauc,high,no,chicago,4,6,no,yes,yes
Kristen,female,cauc,low,no,chicago,3,5,no,yes,no
Tanisha,female,afam,high,no,chicago,3,5,no,no,no
Allison,female,cauc,high,no,chicago,3,7,no,yes,no
Ebony,female,afam,low,no,chicago,1,4,no,yes,yes
Greg,male,cauc,low,no,chicago,3,6,no,no,yes
Lakisha,female,afam,high,no,chicago,3,7,no,no,no
Carrie,female,cauc,low,no,chicago,4,14,no,yes,no
Ebony,female,afam,high,yes,chicago,4,11,no,no,yes
Latoya,female,afam,low,no,chicago,2,15,no,no,no
Sarah,female,cauc,high,no,chicago,5,14,no,yes,no
Kristen,female,cauc,high,no,chicago,3,6,no,no,no
Laurie,female,cauc,low,no,chicago,4,9,no,no,no
Tamika,female,afam,low,no,chicago,3,5,no,yes,no
Tanisha,female,afam,high,no,chicago,3,7,yes,yes,no
Aisha,female,afam,high,no,chicago,3,7,no,yes,no
Allison,female,cauc,low,no,chicago,1,4,no,no,yes
Carrie,female,cauc,low,no,chicago,3,8,no,yes,no
Darnell,male,afam,low,no,chicago,3,7,no,no,yes
Emily,female,cauc,high,no,chicago,3,7,no,yes,no
Keisha,female,afam,low,no,chicago,3,6,no,yes,no
Laurie,female,cauc,high,no,chicago,3,9,no,yes,no
Tamika,female,afam,high,no,chicago,4,8,no,no,no
Jay,male,cauc,high,no,chicago,2,6,yes,no,yes
Latonya,female,afam,high,no,chicago,2,5,no,no,yes
Aisha,female,afam,low,no,chicago,3,7,no,yes,no
Allison,female,cauc,low,no,chicago,3,6,no,no,no
Jill,female,cauc,low,no,chicago,2,5,no,no,yes
Lakisha,female,afam,low,no,chicago,4,3,no,yes,yes
Latonya,female,afam,high,no,chicago,5,7,no,yes,yes
Laurie,female,cauc,high,no,chicago,2,4,no,yes,no
Sarah,female,cauc,high,no,chicago,2,3,no,yes,no
Tanisha,female,afam,high,no,chicago,3,3,no,no,yes
Anne,female,cauc,high,no,chicago,5,8,no,yes,no
Latonya,female,afam,low,no,chicago,2,7,no,no,no
Meredith,female,cauc,low,no,chicago,2,5,no,no,no
Tamika,female,afam,high,no,chicago,4,7,no,no,no
Brendan,male,cauc,high,no,chicago,4,12,no,no,yes
Jamal,male,afam,high,no,chicago,4,4,no,no,no
Matthew,male,cauc,low,no,chicago,5,19,no,yes,yes
Tremayne,male,afam,low,no,chicago,2,5,no,no,yes
Allison,female,cauc,high,no,chicago,2,6,yes,yes,yes
Latoya,female,afam,low,no,chicago,3,3,no,yes,yes
Neil,male,cauc,low,no,chicago,3,4,no,no,yes
Tyrone,male,afam,high,no,chicago,3,6,no,no,no
Brendan,male,cauc,high,no,chicago,3,6,no,yes,no
Ebony,female,afam,high,no,chicago,2,4,no,no,yes
Sarah,female,cauc,low,no,chicago,3,4,no,no,yes
Tanisha,female,afam,low,no,chicago,3,3,no,yes,yes
Anne,female,cauc,low,no,chicago,2,6,no,no,no
Brendan,male,cauc,high,no,chicago,3,5,no,no,yes
Ebony,female,afam,high,no,chicago,4,20,no,no,yes
Hakim,male,afam,high,no,chicago,3,6,no,no,no
Kristen,female,cauc,high,no,chicago,4,11,no,no,no
Tamika,female,afam,low,no,chicago,2,6,no,no,no
Carrie,female,cauc,low,no,chicago,4,6,no,no,no
Jermaine,male,afam,high,no,chicago,3,6,no,no,no
Jill,female,cauc,high,no,chicago,4,8,no,no,no
Keisha,female,afam,low,no,chicago,2,6,no,no,no
Latoya,female,afam,high,no,chicago,5,8,no,yes,no
Matthew,male,cauc,high,no,chicago,3,4,no,no,yes
Carrie,female,cauc,high,yes,chicago,3,3,no,no,yes
Kenya,female,afam,high,yes,chicago,2,2,yes,yes,yes
Aisha,female,afam,low,no,chicago,3,6,no,yes,no
Laurie,female,cauc,high,no,chicago,3,5,no,no,no
Sarah,female,cauc,low,no,chicago,4,2,no,yes,yes
Sarah,female,cauc,low,no,chicago,2,6,yes,no,yes
Tamika,female,afam,low,no,chicago,2,3,no,no,no
Tanisha,female,afam,high,no,chicago,4,7,no,no,no
Carrie,female,cauc,high,no,chicago,4,6,no,no,no
Latonya,female,afam,high,no,chicago,4,6,no,no,no
Laurie,female,cauc,low,no,chicago,2,14,no,no,no
Tanisha,female,afam,low,no,chicago,2,6,no,no,no
Anne,female,cauc,low,yes,chicago,3,6,no,yes,no
Rasheed,male,afam,low,no,chicago,2,5,no,no,no
Jill,female,cauc,high,no,chicago,4,20,no,yes,no
Keisha,female,afam,low,no,chicago,4,5,no,yes,yes
Kristen,female,cauc,low,no,chicago,3,3,no,yes,no
Tanisha,female,afam,high,no,chicago,3,15,no,no,no
Allison,female,cauc,low,no,chicago,4,5,no,yes,no
Emily,female,cauc,high,no,chicago,3,5,no,no,yes
Lakisha,female,afam,high,no,chicago,3,4,no,no,no
Latonya,female,afam,low,no,chicago,4,5,no,no,no
Matthew,male,cauc,high,no,chicago,2,4,no,yes,yes
Tyrone,male,afam,high,no,chicago,3,4,no,no,yes
Kristen,female,cauc,low,no,chicago,3,3,no,yes,no
Latoya,female,afam,low,no,chicago,4,10,no,no,no
Laurie,female,cauc,high,no,chicago,3,5,no,no,no
Tamika,female,afam,high,no,chicago,3,5,no,no,no
Emily,female,cauc,low,no,chicago,3,5,no,no,no
Keisha,female,afam,low,no,chicago,3,6,no,yes,no
Laurie,female,cauc,high,no,chicago,3,16,no,no,no
Sarah,female,cauc,low,no,chicago,4,6,no,no,no
Tamika,female,afam,high,no,chicago,4,8,no,yes,yes
Tanisha,female,afam,low,no,chicago,3,8,no,yes,no
Aisha,female,afam,high,no,chicago,3,4,no,no,no
Kristen,female,cauc,high,no,chicago,3,3,no,no,no
Lakisha,female,afam,low,no,chicago,4,4,no,no,no
Laurie,female,cauc,low,no,chicago,2,5,no,no,no
Aisha,female,afam,low,no,chicago,3,6,no,yes,no
Allison,female,cauc,high,yes,chicago,3,16,no,no,no
Latoya,female,afam,high,no,chicago,3,3,no,no,no
Laurie,female,cauc,low,no,chicago,4,6,no,yes,no
Allison,female,cauc,low,no,chicago,4,11,no,yes,no
Anne,female,cauc,high,no,chicago,5,7,no,yes,yes
Anne,female,cauc,high,no,chicago,3,6,no,no,yes
Darnell,male,afam,high,no,chicago,2,5,no,no,yes
Keisha,female,afam,high,no,chicago,4,2,no,no,no
Latoya,female,afam,low,no,chicago,4,4,no,yes,no
Tanisha,female,afam,high,no,chicago,3,2,no,no,yes
Todd,male,cauc,high,no,chicago,2,6,yes,yes,yes
Ebony,female,afam,high,no,chicago,3,3,no,no,no
Emily,female,cauc,high,no,chicago,3,16,no,no,no
Latonya,female,afam,low,no,chicago,4,4,no,yes,no
Laurie,female,cauc,low,no,chicago,3,8,no,yes,no
Aisha,female,afam,low,no,chicago,4,11,no,yes,no
Allison,female,cauc,high,no,chicago,5,7,no,yes,no
Jamal,male,afam,high,no,chicago,2,6,no,yes,no
Jay,male,cauc,high,no,chicago,3,2,no,no,yes
Jill,female,cauc,low,no,chicago,4,4,no,yes,no
Latonya,female,afam,high,no,chicago,4,4,no,no,no
Allison,female,cauc,high,yes,chicago,3,7,no,no,yes
Anne,female,cauc,low,no,chicago,5,13,no,yes,no
Ebony,female,afam,low,no,chicago,3,6,no,yes,no
Kenya,female,afam,high,no,chicago,3,5,no,no,no
Emily,female,cauc,low,yes,chicago,1,6,no,yes,yes
Geoffrey,male,cauc,high,yes,chicago,3,6,no,yes,yes
Kareem,male,afam,low,yes,chicago,2,8,no,yes,yes
Kenya,female,afam,high,yes,chicago,3,11,no,no,yes
Kristen,female,cauc,high,no,chicago,4,14,no,yes,no
Latonya,female,afam,low,no,chicago,3,7,no,yes,no
Meredith,female,cauc,low,no,chicago,2,6,no,no,no
Tanisha,female,afam,high,no,chicago,3,8,yes,yes,no
Aisha,female,afam,high,no,chicago,4,7,no,yes,no
Anne,female,cauc,high,no,chicago,3,5,yes,yes,no
Brendan,male,cauc,low,no,chicago,2,8,no,yes,yes
Emily,female,cauc,low,no,chicago,3,4,no,yes,no
Jay,male,cauc,high,no,chicago,5,7,no,yes,yes
Keisha,female,afam,low,no,chicago,1,3,no,yes,no
Latonya,female,afam,low,yes,chicago,2,8,no,yes,yes
Tamika,female,afam,high,yes,chicago,1,8,no,yes,yes
Aisha,female,afam,high,no,boston,4,14,no,no,yes
Anne,female,cauc,low,no,boston,5,26,no,no,no
Brad,male,cauc,high,no,boston,4,2,no,no,no
Carrie,female,cauc,low,no,boston,4,8,no,no,no
Ebony,female,afam,high,no,boston,6,8,no,no,no
Emily,female,cauc,low,no,boston,4,6,no,no,no
Geoffrey,male,cauc,high,no,boston,6,18,no,no,no
Greg,male,cauc,low,no,boston,4,6,no,no,no
Greg,male,cauc,high,no,boston,4,2,no,no,no
Hakim,male,afam,low,no,boston,3,7,no,yes,no
Hakim,male,afam,low,no,boston,5,26,no,no,no
Jermaine,male,afam,high,no,boston,4,14,no,no,yes
Jill,female,cauc,low,no,boston,4,8,no,no,no
Jill,female,cauc,high,no,boston,4,2,no,no,no
Kareem,male,afam,low,no,boston,3,7,no,yes,no
Keisha,female,afam,high,no,boston,6,8,no,no,no
Kenya,female,afam,high,no,boston,6,8,no,no,no
Latoya,female,afam,high,no,boston,4,2,no,no,no
Latoya,female,afam,high,no,boston,4,14,no,no,yes
Laurie,female,cauc,high,no,boston,6,18,no,no,no
Matthew,male,cauc,low,no,boston,4,6,no,no,no
Meredith,female,cauc,high,no,boston,6,18,no,no,no
Sarah,female,cauc,low,no,boston,4,6,no,no,no
Tamika,female,afam,low,no,boston,3,7,no,yes,no
Todd,male,cauc,high,no,boston,6,8,no,no,no
Tremayne,male,afam,low,no,boston,3,7,no,yes,no
Tremayne,male,afam,low,no,boston,4,8,no,no,no
Tyrone,male,afam,low,no,boston,5,26,no,no,no
Ebony,female,afam,high,no,boston,4,16,no,yes,yes
Emily,female,cauc,low,no,boston,2,1,no,yes,yes
Jill,female,cauc,high,no,boston,5,26,yes,yes,yes
Lakisha,female,afam,low,no,boston,5,5,no,yes,yes
Greg,male,cauc,low,no,boston,3,8,yes,yes,no
Jay,male,cauc,high,no,boston,4,10,yes,yes,no
Leroy,male,afam,low,no,boston,3,10,no,yes,no
Rasheed,male,afam,high,no,boston,2,6,no,no,yes
Aisha,female,afam,high,no,boston,6,8,no,no,no
Kareem,male,afam,low,no,boston,4,6,no,no,no
Matthew,male,cauc,high,no,boston,4,2,no,no,no
Meredith,female,cauc,low,no,boston,3,7,no,yes,no
Greg,male,cauc,high,yes,boston,2,10,no,yes,no
Jay,male,cauc,low,yes,boston,4,8,no,no,no
Kareem,male,afam,high,yes,boston,6,8,no,no,no
Tamika,female,afam,low,yes,boston,5,8,no,no,no
Anne,female,cauc,low,no,boston,2,2,no,yes,yes
Latoya,female,afam,low,no,boston,5,13,no,yes,yes
Meredith,female,cauc,high,no,boston,3,14,no,yes,yes
Tanisha,female,afam,high,no,boston,5,18,no,yes,no
Greg,male,cauc,low,no,boston,4,6,no,no,no
Jamal,male,afam,high,no,boston,6,8,no,no,no
Latoya,female,afam,low,no,boston,3,7,no,yes,no
Neil,male,cauc,high,no,boston,4,2,no,no,no
Allison,female,cauc,high,no,boston,4,16,no,yes,yes
Ebony,female,afam,low,no,boston,5,13,no,yes,yes
Lakisha,female,afam,high,no,boston,3,13,no,yes,yes
Meredith,female,cauc,low,no,boston,4,11,no,yes,yes
Brett,male,cauc,high,yes,boston,4,2,no,no,no
Ebony,female,afam,low,yes,boston,4,6,no,no,no
Neil,male,cauc,low,no,boston,3,7,no,yes,no
Tremayne,male,afam,high,yes,boston,6,8,no,no,no
Anne,female,cauc,high,no,boston,6,8,no,no,no
Kareem,male,afam,low,no,boston,4,8,no,no,no
Kenya,female,afam,high,no,boston,2,10,no,yes,no
Matthew,male,cauc,low,no,boston,5,8,no,no,no
Jill,female,cauc,high,no,boston,3,13,no,yes,yes
Kenya,female,afam,low,no,boston,4,11,no,yes,yes
Sarah,female,cauc,low,no,boston,5,13,no,yes,yes
Tamika,female,afam,high,no,boston,4,16,no,yes,yes
Brad,male,cauc,low,no,boston,3,7,no,yes,no
Jermaine,male,afam,high,no,boston,4,2,no,no,no
Neil,male,cauc,high,no,boston,6,8,no,no,no
Tamika,female,afam,low,no,boston,4,6,no,no,no
Lakisha,female,afam,low,no,boston,4,6,no,no,no
Matthew,male,cauc,high,no,boston,4,2,no,no,no
Meredith,female,cauc,low,no,boston,3,7,no,yes,no
Rasheed,male,afam,high,no,boston,6,8,no,no,no
Anne,female,cauc,high,no,boston,6,8,no,no,no
Rasheed,male,afam,low,no,boston,4,6,no,no,no
Sarah,female,cauc,low,no,boston,3,7,no,yes,no
Tremayne,male,afam,high,no,boston,4,2,no,no,no
Greg,male,cauc,high,no,boston,6,8,no,no,no
Rasheed,male,afam,low,no,boston,3,7,no,yes,no
Tanisha,female,afam,high,yes,boston,4,2,no,no,no
Todd,male,cauc,low,no,boston,4,6,no,no,no
Brett,male,cauc,low,no,boston,6,20,no,no,no
Leroy,male,afam,low,no,boston,5,26,no,no,no
Matthew,male,cauc,high,no,boston,5,14,yes,no,no
Tamika,female,afam,high,no,boston,5,10,no,no,no
Aisha,female,afam,low,no,chicago,4,6,no,no,no
Allison,female,cauc,low,no,chicago,2,6,no,no,no
Sarah,female,cauc,high,no,chicago,3,6,no,no,no
Tamika,female,afam,high,no,chicago,3,6,no,no,no
Allison,female,cauc,high,no,chicago,3,11,no,no,no
Allison,female,cauc,high,no,chicago,3,5,no,no,no
Anne,female,cauc,low,no,chicago,2,10,no,yes,no
Ebony,female,afam,low,no,chicago,1,12,no,no,no
Lakisha,female,afam,high,no,chicago,3,9,no,no,no
Latonya,female,afam,high,no,chicago,3,5,no,no,yes
Kristen,female,cauc,low,no,chicago,1,4,no,no,no
Sarah,female,cauc,high,no,chicago,4,4,no,yes,yes
Tamika,female,afam,low,no,chicago,2,4,no,yes,no
Tanisha,female,afam,high,no,chicago,3,4,no,no,no
Jill,female,cauc,high,no,chicago,4,5,no,yes,yes
Latoya,female,afam,high,no,chicago,4,8,no,no,no
Kristen,female,cauc,high,yes,chicago,2,6,yes,no,yes
Lakisha,female,afam,low,no,chicago,3,3,no,no,yes
Latonya,female,afam,high,no,chicago,3,4,no,no,yes
Meredith,female,cauc,low,yes,chicago,2,7,no,no,no
Anne,female,cauc,high,no,chicago,3,7,no,no,yes
Carrie,female,cauc,high,no,chicago,3,5,no,no,yes
Ebony,female,afam,high,no,chicago,3,8,no,no,no
Emily,female,cauc,low,no,chicago,3,2,no,no,yes
Jill,female,cauc,low,no,chicago,3,6,no,yes,no
Kenya,female,afam,low,no,chicago,2,3,no,no,no
Tanisha,female,afam,low,no,chicago,3,6,no,yes,no
Tremayne,male,afam,high,no,chicago,3,6,no,no,yes
Carrie,female,cauc,high,no,chicago,2,12,no,no,no
Jill,female,cauc,low,no,chicago,5,13,no,yes,no
Latoya,female,afam,low,no,chicago,1,11,no,yes,no
Tanisha,female,afam,high,no,chicago,3,13,no,no,no
Laurie,female,cauc,low,no,chicago,3,6,no,yes,no
Tamika,female,afam,low,no,chicago,4,6,no,yes,yes
Sarah,female,cauc,high,no,chicago,4,21,no,yes,no
Tamika,female,afam,high,no,chicago,3,7,no,no,yes
Emily,female,cauc,low,no,chicago,3,8,no,yes,no
Kenya,female,afam,high,no,chicago,3,11,no,yes,no
Kristen,female,cauc,high,no,chicago,4,9,no,yes,no
Latonya,female,afam,low,no,chicago,4,15,no,yes,no
Anne,female,cauc,high,no,chicago,3,6,no,no,no
Carrie,female,cauc,low,no,chicago,2,5,no,no,yes
Darnell,male,afam,high,no,chicago,3,7,no,yes,no
Hakim,male,afam,low,no,chicago,3,4,no,no,yes
Jay,male,cauc,high,no,chicago,3,7,no,yes,no
Jill,female,cauc,low,no,chicago,2,4,no,yes,yes
Lakisha,female,afam,high,no,chicago,4,21,no,yes,no
Tamika,female,afam,low,no,chicago,2,13,no,yes,no
Kenya,female,afam,low,no,chicago,4,9,no,no,no
Kristen,female,cauc,high,no,chicago,3,4,yes,yes,no
Laurie,female,cauc,low,no,chicago,3,4,no,yes,no
Tamika,female,afam,high,no,chicago,5,5,no,yes,yes
Allison,female,cauc,high,no,chicago,4,4,no,no,yes
Keisha,female,afam,high,no,chicago,3,5,no,no,no
Kristen,female,cauc,low,no,chicago,4,4,no,yes,no
Sarah,female,cauc,low,no,chicago,3,5,no,no,yes
Tamika,female,afam,low,no,chicago,3,4,no,yes,yes
Tremayne,male,afam,low,no,chicago,2,5,no,no,yes
Anne,female,cauc,high,no,chicago,4,6,no,yes,no
Ebony,female,afam,low,no,chicago,4,6,no,no,no
Kenya,female,afam,high,no,chicago,4,6,no,no,no
Kristen,female,cauc,low,no,chicago,2,7,no,no,no
Aisha,female,afam,high,no,chicago,4,5,no,no,no
Allison,female,cauc,high,no,chicago,6,5,no,no,yes
Carrie,female,cauc,low,no,chicago,2,4,no,no,no
Keisha,female,afam,low,no,chicago,5,8,no,no,no
Allison,female,cauc,low,no,chicago,2,6,no,no,no
Jermaine,male,afam,low,yes,chicago,3,2,no,no,yes
Leroy,male,afam,high,no,chicago,2,6,yes,yes,yes
Neil,male,cauc,high,yes,chicago,3,6,no,no,no
Jay,male,cauc,low,no,chicago,3,3,no,yes,yes
Jill,female,cauc,low,yes,chicago,2,4,no,no,no
Kenya,female,afam,low,yes,chicago,4,2,no,yes,no
Kristen,female,cauc,high,no,chicago,4,5,no,yes,yes
Latoya,female,afam,high,yes,chicago,5,4,no,yes,no
Rasheed,male,afam,low,no,chicago,3,5,no,no,no
Ebony,female,afam,low,no,chicago,2,6,no,no,no
Geoffrey,male,cauc,low,no,chicago,3,4,no,no,yes
Jay,male,cauc,high,no,chicago,2,5,yes,yes,yes
Jill,female,cauc,low,no,chicago,4,6,no,no,no
Kenya,female,afam,high,no,chicago,4,6,no,no,no
Latonya,female,afam,low,no,chicago,2,5,no,yes,no
Sarah,female,cauc,high,no,chicago,5,6,no,yes,no
Tanisha,female,afam,high,no,chicago,3,5,no,no,no
Brendan,male,cauc,low,no,chicago,3,4,no,no,yes
Emily,female,cauc,high,no,chicago,5,6,no,yes,no
Kristen,female,cauc,low,no,chicago,4,6,no,no,no
Latoya,female,afam,low,no,chicago,2,6,no,no,no
Rasheed,male,afam,low,no,chicago,3,5,no,yes,no
Tamika,female,afam,high,no,chicago,4,6,no,no,no
Jill,female,cauc,low,no,chicago,4,6,no,yes,yes
Latoya,female,afam,low,no,chicago,2,4,no,no,no
Laurie,female,cauc,high,no,chicago,4,5,no,yes,yes
Tamika,female,afam,high,no,chicago,6,7,no,no,yes
Carrie,female,cauc,high,no,chicago,4,6,no,no,no
Ebony,female,afam,low,no,chicago,2,6,no,no,no
Ebony,female,afam,high,no,chicago,3,2,no,no,yes
Kenya,female,afam,high,no,chicago,4,6,no,no,no
Kristen,female,cauc,low,no,chicago,2,14,no,no,no
Todd,male,cauc,high,no,chicago,3,3,no,no,yes
Aisha,female,afam,low,no,chicago,4,4,no,no,no
Allison,female,cauc,low,no,chicago,4,4,no,yes,yes
Carrie,female,cauc,high,no,chicago,6,4,no,no,yes
Latoya,female,afam,high,no,chicago,2,3,no,no,yes
Laurie,female,cauc,low,no,chicago,3,2,no,yes,no
Sarah,female,cauc,high,no,chicago,3,4,no,no,no
Tamika,female,afam,high,no,chicago,3,2,no,no,no
Tanisha,female,afam,low,no,chicago,4,5,no,no,no
Carrie,female,cauc,high,no,chicago,4,20,no,yes,yes
Keisha,female,afam,high,no,chicago,3,2,no,no,yes
Latonya,female,afam,low,no,chicago,4,5,no,yes,no
Leroy,male,afam,low,yes,chicago,3,2,no,no,yes
Neil,male,cauc,low,yes,chicago,2,6,yes,no,yes
Sarah,female,cauc,low,no,chicago,3,3,no,yes,no
Aisha,female,afam,high,no,chicago,4,5,no,no,no
Anne,female,cauc,low,no,chicago,4,4,no,yes,no
Latoya,female,afam,low,no,chicago,3,4,no,yes,no
